forecast_termin,runended,time,temperature,windDirection,windSpeed_mps,windSpeed_beaufort,windSpeed_name,windGust,humidity,pressure,cloudiness,lowClouds,mediumClouds,highClouds,dewpointTemperature,windSpeed_kmh,row_id,location
2023-09-01T13:00:00Z,2023-09-01T13:29:51Z,2023-09-01T15:00:00Z,25.3,79.1,26.3,10,Full storm,,94.4,988.6,100,61.7,100,85.2,24.3,94.68,1,Stanley
2023-09-01T13:00:00Z,2023-09-01T13:29:51Z,2023-09-01T16:00:00Z,25.1,91.8,23.1,9,Liten storm,,95,992.1,100,99.2,100,88.3,24.2,83.16,2,Stanley
2023-09-01T13:00:00Z,2023-09-01T13:29:51Z,2023-09-01T17:00:00Z,24.9,106.7,20.2,8,Sterk kuling,,95.6,993.8,100,100,100,100,24.1,72.72,3,Stanley
2023-09-01T13:00:00Z,2023-09-01T13:29:51Z,2023-09-01T18:00:00Z,25,112.5,19,8,Sterk kuling,,95.4,994.6,100,93,100,100,24.1,68.4,4,Stanley
2023-09-01T13:00:00Z,2023-09-01T13:29:51Z,2023-09-01T19:00:00Z,24.9,112.4,16.7,7,Stiv kuling,,95.7,995.6,100,100,100,100,24.1,60.12,5,Stanley
2023-09-01T13:00:00Z,2023-09-01T13:29:51Z,2023-09-01T20:00:00Z,24.7,117.7,15.8,7,Stiv kuling,,96,996.2,100,89.1,100,100,24,56.88,6,Stanley
2023-09-01T13:00:00Z,2023-09-01T13:29:51Z,2023-09-01T21:00:00Z,24.9,112.8,14.1,7,Stiv kuling,,95.9,996.9,100,94.5,100,100,24.2,50.76,7,Stanley
2023-09-01T13:00:00Z,2023-09-01T13:29:51Z,2023-09-01T22:00:00Z,25.1,110.4,13.6,6,Liten kuling,,96.2,997.6,100,100,100,100,24.3,48.96,8,Stanley
2023-09-01T13:00:00Z,2023-09-01T13:29:51Z,2023-09-01T23:00:00Z,25.3,109.5,12.2,6,Liten kuling,,93.4,998.7,100,93.7,98.4,100,24.1,43.92,9,Stanley
2023-09-01T13:00:00Z,2023-09-01T13:29:51Z,2023-09-02T00:00:00Z,25.1,106.6,11.3,6,Liten kuling,,95.3,999.6,100,98.4,67.2,100,24.2,40.68,10,Stanley
2023-09-01T13:00:00Z,2023-09-01T13:29:51Z,2023-09-02T01:00:00Z,25.1,105.5,11,6,Liten kuling,,95.7,1000.5,100,99.2,93.7,100,24.4,39.6,11,Stanley
2023-09-01T13:00:00Z,2023-09-01T13:29:51Z,2023-09-02T02:00:00Z,25.4,99.6,10.1,5,Frisk bris,,95.1,1000.8,100,96.9,89.8,100,24.5,36.36,12,Stanley
2023-09-01T13:00:00Z,2023-09-01T13:29:51Z,2023-09-02T03:00:00Z,25.4,95.7,10.7,5,Frisk bris,,95.1,1001.3,100,100,93,100,24.5,38.52,13,Stanley
2023-09-01T13:00:00Z,2023-09-01T13:29:51Z,2023-09-02T04:00:00Z,25.1,89.8,9.8,5,Frisk bris,,95.6,1001.6,100,100,96.1,100,24.3,35.28,14,Stanley
2023-09-01T13:00:00Z,2023-09-01T13:29:51Z,2023-09-02T05:00:00Z,26.2,98.4,9.6,5,Frisk bris,,91,1001.1,100,100,40.6,100,24.7,34.56,15,Stanley
2023-09-01T13:00:00Z,2023-09-01T13:29:51Z,2023-09-02T06:00:00Z,26.9,96.5,9.4,5,Frisk bris,,88.7,1000.2,100,98.4,15.6,85.2,24.8,33.84,16,Stanley
2023-09-01T13:00:00Z,2023-09-01T13:29:51Z,2023-09-02T07:00:00Z,27.4,97.8,9.5,5,Frisk bris,,86.8,999.5,100,86.7,12.5,98.4,24.8,34.2,17,Stanley
2023-09-01T13:00:00Z,2023-09-01T13:29:51Z,2023-09-02T08:00:00Z,27.1,97.4,9,5,Frisk bris,,87.3,999.4,100,93.7,34.4,100,24.6,32.4,18,Stanley
