forecast_termin,runended,time,temperature,windDirection,windSpeed_mps,windSpeed_beaufort,windSpeed_name,windGust,humidity,pressure,cloudiness,lowClouds,mediumClouds,highClouds,dewpointTemperature,windSpeed_kmh,row_id,location
2023-09-01T12:00:00Z,2023-09-01T11:39:51Z,2023-09-01T12:00:00Z,24.5,353.3,20.2,8,Sterk kuling,,95.3,992.6,100,100,100,100,23.6,72.72,1,Stanley
2023-09-01T12:00:00Z,2023-09-01T11:39:51Z,2023-09-01T13:00:00Z,24.7,3.8,22,9,Liten storm,,95,992.5,100,100,100,100,23.8,79.2,2,Stanley
2023-09-01T12:00:00Z,2023-09-01T11:39:51Z,2023-09-01T14:00:00Z,24.7,14.1,26.1,10,Full storm,,95.2,992.1,100,100,100,100,23.8,93.96,3,Stanley
2023-09-01T12:00:00Z,2023-09-01T11:39:51Z,2023-09-01T15:00:00Z,24.9,37.8,28.1,10,Full storm,,96,991.4,100,100,100,100,24.1,101.16,4,Stanley
2023-09-01T12:00:00Z,2023-09-01T11:39:51Z,2023-09-01T16:00:00Z,25.3,61.6,26.9,10,Full storm,,95.6,990.2,100,81.2,100,99.2,24.5,96.84,5,Stanley
2023-09-01T12:00:00Z,2023-09-01T11:39:51Z,2023-09-01T17:00:00Z,25.3,73.9,24.8,10,Full storm,,95.4,991.2,100,100,100,100,24.5,89.28,6,Stanley
2023-09-01T12:00:00Z,2023-09-01T11:39:51Z,2023-09-01T18:00:00Z,25.2,91.5,24.1,9,Liten storm,,95.9,991.9,100,100,100,100,24.4,86.76,7,Stanley
2023-09-01T12:00:00Z,2023-09-01T11:39:51Z,2023-09-01T19:00:00Z,25,92.5,22.1,9,Liten storm,,96.9,993.1,100,99.2,100,100,24.4,79.56,8,Stanley
2023-09-01T12:00:00Z,2023-09-01T11:39:51Z,2023-09-01T20:00:00Z,25.2,93.3,20.1,8,Sterk kuling,,96,993.7,100,100,100,100,24.4,72.36,9,Stanley
2023-09-01T12:00:00Z,2023-09-01T11:39:51Z,2023-09-01T21:00:00Z,25.1,97.3,18.1,8,Sterk kuling,,96.3,994.4,100,100,100,100,24.4,65.16,10,Stanley
