forecast_termin,runended,time,temperature,windDirection,windSpeed_mps,windSpeed_beaufort,windSpeed_name,windGust,humidity,pressure,cloudiness,lowClouds,mediumClouds,highClouds,dewpointTemperature,windSpeed_kmh,row_id,location
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T03:00:00Z,27.2,338,11.8,6,Liten kuling,,78.4,999.4,100,3.1,98.4,100,23.1,42.48,1,Stanley
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T04:00:00Z,26.3,333.6,12.2,6,Liten kuling,,84.1,998.5,100,0,96.1,100,23.2,43.92,2,Stanley
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T05:00:00Z,25.4,333.4,12.3,6,Liten kuling,,92.5,997.6,100,1.6,91.4,100,23.7,44.28,3,Stanley
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T06:00:00Z,24.5,329.6,12.5,6,Liten kuling,,94.3,996.9,100,2.3,100,100,23.5,45,4,Stanley
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T07:00:00Z,24.1,326.6,13.5,6,Liten kuling,,94.2,995.8,100,6.2,100,100,23.1,48.6,5,Stanley
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T08:00:00Z,24.3,326.6,13.6,6,Liten kuling,,94.2,994.7,100,7.8,100,100,23.2,48.96,6,Stanley
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T09:00:00Z,24.2,322.3,14.4,7,Stiv kuling,,94.5,993.7,100,7,100,100,23.2,51.84,7,Stanley
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T10:00:00Z,24.1,321.9,15.1,7,Stiv kuling,,94.1,992.8,100,97.7,100,100,23,54.36,8,Stanley
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T11:00:00Z,24,322,17.7,8,Sterk kuling,,94.3,991.6,100,96.9,100,100,23,63.72,9,Stanley
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T12:00:00Z,24.2,328.5,20,8,Sterk kuling,,93.5,990.8,100,100,100,100,23,72,10,Stanley
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T13:00:00Z,24.2,331.7,24.2,9,Liten storm,,94.2,988.8,100,100,100,100,23.1,87.12,11,Stanley
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T14:00:00Z,24.4,344.9,27.5,10,Full storm,,95.1,985.6,100,100,100,100,23.5,99,12,Stanley
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T15:00:00Z,24.9,33.8,25.1,10,Full storm,,96.2,982.4,100,57,99.2,100,24.2,90.36,13,Stanley
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T16:00:00Z,24.9,84.8,26.2,10,Full storm,,94.4,982.4,100,64.8,94.5,86.7,23.8,94.32,14,Stanley
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T17:00:00Z,25,104.2,21.4,9,Liten storm,,95.6,987.2,100,85.2,100,99.2,24.1,77.04,15,Stanley
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T18:00:00Z,25.4,122.6,20.2,8,Sterk kuling,,92.4,990.7,100,99.2,100,100,24,72.72,16,Stanley
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T19:00:00Z,24.8,122.5,18.5,8,Sterk kuling,,95.7,992.5,100,100,100,98.4,24,66.6,17,Stanley
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T20:00:00Z,24.8,122.6,15.3,7,Stiv kuling,,96,994.1,100,100,100,100,24,55.08,18,Stanley
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T21:00:00Z,24.6,116.9,14.4,7,Stiv kuling,,96.7,995,100,100,100,100,24,51.84,19,Stanley
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T22:00:00Z,24.5,115.1,13.5,6,Liten kuling,,97.6,996.2,100,100,100,100,24.1,48.6,20,Stanley
2023-09-01T01:00:00Z,2023-09-01T01:29:00Z,2023-09-01T23:00:00Z,24.9,117.2,12.4,6,Liten kuling,,96.4,997.4,100,85.2,100,100,24.3,44.64,21,Stanley
