forecast_termin,runended,time,temperature,windDirection,windSpeed_mps,windSpeed_beaufort,windSpeed_name,windGust,humidity,pressure,cloudiness,lowClouds,mediumClouds,highClouds,dewpointTemperature,windSpeed_kmh,row_id,location
2023-09-02T09:00:00Z,2023-09-02T08:35:56Z,2023-09-02T09:00:00Z,27.3,95.8,9.7,5,Frisk bris,,85.2,1000.1,43.7,31.2,21.1,0.8,24.4,34.92,1,Stanley
2023-09-02T09:00:00Z,2023-09-02T08:35:56Z,2023-09-02T10:00:00Z,26.8,95.3,9,5,Frisk bris,,86.6,1000.7,49.2,25,31.2,5.5,24.4,32.4,2,Stanley
2023-09-02T09:00:00Z,2023-09-02T08:35:56Z,2023-09-02T11:00:00Z,26.3,90.6,9.3,5,Frisk bris,,88.2,1001.1,74.2,43,36.7,34.4,24.3,33.48,3,Stanley
2023-09-02T09:00:00Z,2023-09-02T08:35:56Z,2023-09-02T12:00:00Z,26.2,95.2,8.9,5,Frisk bris,,90.1,1001.7,88.3,58.6,31.2,64.1,24.5,32.04,4,Stanley
2023-09-02T09:00:00Z,2023-09-02T08:35:56Z,2023-09-02T13:00:00Z,26.1,87.4,8.2,5,Frisk bris,,90.5,1002.8,96.1,91.4,35.2,53.9,24.5,29.52,5,Stanley
2023-09-02T09:00:00Z,2023-09-02T08:35:56Z,2023-09-02T14:00:00Z,26.3,90.2,8.1,5,Frisk bris,,90.7,1003.2,94.5,85.2,29.7,50,24.7,29.16,6,Stanley
2023-09-02T09:00:00Z,2023-09-02T08:35:56Z,2023-09-02T15:00:00Z,25.3,94,7.9,4,Laber bris,,95.4,1003.3,94.5,83.6,63.3,24.2,24.5,28.44,7,Stanley
2023-09-02T09:00:00Z,2023-09-02T08:35:56Z,2023-09-02T16:00:00Z,25.2,96.1,7.1,4,Laber bris,,95.4,1003.2,97.7,95.3,79.7,18.7,24.3,25.56,8,Stanley
2023-09-02T09:00:00Z,2023-09-02T08:35:56Z,2023-09-02T17:00:00Z,25.5,92.8,6.8,4,Laber bris,,94.8,1002.8,93.7,80.5,62.5,25.8,24.6,24.48,9,Stanley
2023-09-02T09:00:00Z,2023-09-02T08:35:56Z,2023-09-02T18:00:00Z,25.2,94.4,6.3,4,Laber bris,,96,1002.2,87.5,75.8,16.4,42.2,24.5,22.68,10,Stanley
