forecast_termin,runended,time,temperature,windDirection,windSpeed_mps,windSpeed_beaufort,windSpeed_name,windGust,humidity,pressure,cloudiness,lowClouds,mediumClouds,highClouds,dewpointTemperature,windSpeed_kmh,row_id,location
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-26T09:00:00Z,20.4,94,4.4,3,Lett bris,,66.3,1018.7,0,0,0,0,13.8,15.84,1,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-26T10:00:00Z,19.1,85.2,3.8,3,Lett bris,,74.7,1018.9,0,0,0,0,14.6,13.68,2,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-26T11:00:00Z,18.4,78.3,3,2,Svak vind,,81.3,1019.3,0,0,0,0,15.3,10.8,3,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-26T12:00:00Z,18.1,67.1,2.6,2,Svak vind,,85.3,1019.6,2.3,0,2.3,0,15.6,9.36,4,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-26T13:00:00Z,17.8,57.1,2.6,2,Svak vind,,87.3,1019.9,0.8,0,0.8,0,15.7,9.36,5,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-26T14:00:00Z,17.5,62.1,3,2,Svak vind,,89.4,1020.1,0,0,0,0,15.8,10.8,6,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-26T15:00:00Z,17.3,54.3,3.2,2,Svak vind,,90.4,1019.9,0,0,0,0,15.8,11.52,7,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-26T16:00:00Z,17.1,47.1,3.6,3,Lett bris,,91.4,1020,2.3,0,2.3,0,15.7,12.96,8,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-26T17:00:00Z,16.8,40.5,3.8,3,Lett bris,,92.3,1019.7,3.9,0,3.9,0,15.7,13.68,9,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-26T18:00:00Z,16.7,40.8,4.3,3,Lett bris,,92.4,1019.5,0,0,0,0,15.5,15.48,10,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-26T19:00:00Z,16.2,27.4,4.1,3,Lett bris,,93.1,1019.1,0,0,0,0,15.1,14.76,11,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-26T20:00:00Z,15.5,23.9,3.6,3,Lett bris,,94.5,1019.1,3.1,0,3.1,0,14.6,12.96,12,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-26T21:00:00Z,15.4,5.5,4.2,3,Lett bris,,94.2,1019.1,5.5,2.3,2.3,0,14.5,15.12,13,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-26T22:00:00Z,15.3,6.4,5.7,4,Laber bris,,93.9,1019.8,1.6,0.8,0,0,14.3,20.52,14,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-26T23:00:00Z,15.1,10.5,5.7,4,Laber bris,,92.9,1020.3,36.7,0,36.7,0,13.8,20.52,15,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T00:00:00Z,15.5,7.7,6.3,4,Laber bris,,82.5,1020.7,20.3,0,20.3,0,12.4,22.68,16,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T01:00:00Z,17.1,11.6,6,4,Laber bris,,65.6,1021.2,8.6,0,8.6,0,10.7,21.6,17,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T02:00:00Z,19.7,18.3,5.9,4,Laber bris,,54.7,1021.5,3.1,0,3.1,0,10.4,21.24,18,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T03:00:00Z,22.4,24.7,5.6,4,Laber bris,,45.7,1021.2,4.7,0,4.7,0,10.3,20.16,19,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T04:00:00Z,24,36.1,5.3,3,Lett bris,,41.4,1020.2,9.4,0,9.4,0,10.2,19.08,20,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T05:00:00Z,24.9,59.6,4.9,3,Lett bris,,39.6,1019,14.8,0,14.8,0,10.2,17.64,21,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T06:00:00Z,25.1,85.7,5.1,3,Lett bris,,39.7,1018.2,41.4,0,41.4,0,10.4,18.36,22,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T07:00:00Z,24.6,101.1,5.5,4,Laber bris,,43,1018.1,22.7,0.8,22.7,0,11.1,19.8,23,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T08:00:00Z,23,110.8,6.1,4,Laber bris,,49.8,1018.3,9.4,3.9,7,0,12,21.96,24,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T09:00:00Z,20.6,106.7,6.4,4,Laber bris,,62,1018.8,0,0,0,0,13,23.04,25,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T10:00:00Z,19.3,84.4,6.2,4,Laber bris,,74.2,1019.4,0,0,0,0,14.6,22.32,26,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T11:00:00Z,18.5,64.6,5.5,4,Laber bris,,85.6,1020.2,9.4,9.4,0,0,16,19.8,27,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T12:00:00Z,17.9,62.5,5.4,3,Lett bris,,90.9,1020.8,29.7,28.9,0.8,0,16.4,19.44,28,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T13:00:00Z,17.5,54.9,5.6,4,Laber bris,,91.5,1021.3,16.4,16.4,0,0,16.1,20.16,29,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T14:00:00Z,17.2,57.5,6,4,Laber bris,,92.4,1021.6,3.9,3.9,0,0,16,21.6,30,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T15:00:00Z,16.9,62.6,7,4,Laber bris,,93,1021.7,18,18,0,0,15.9,25.2,31,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T16:00:00Z,16.7,64.3,7.7,4,Laber bris,,91.7,1021.7,6.2,6.2,0,0,15.5,27.72,32,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T17:00:00Z,16.4,63.5,8,5,Frisk bris,,89.7,1021.5,7.8,7.8,0,0,14.8,28.8,33,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T18:00:00Z,16.1,64,8.6,5,Frisk bris,,90,1021.2,14.8,14.8,0,0,14.5,30.96,34,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T19:00:00Z,15.8,55.5,8.9,5,Frisk bris,,90.8,1020.8,71.1,71.1,0,0,14.4,32.04,35,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T20:00:00Z,15.1,35.6,8.4,5,Frisk bris,,90.5,1020.7,23.4,23.4,0,0,13.5,30.24,36,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T21:00:00Z,14.1,23.1,7.2,4,Laber bris,,80.4,1020.9,7,7,0,0,10.8,25.92,37,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T22:00:00Z,13.4,23.5,6.5,4,Laber bris,,75.4,1021.4,2.3,2.3,0,0,9.2,23.4,38,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-27T23:00:00Z,13,26.3,6.5,4,Laber bris,,74.6,1022.1,3.9,3.9,0,0,8.7,23.4,39,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-28T00:00:00Z,13.6,27.6,6.7,4,Laber bris,,70.3,1022.7,2.3,2.3,0,0,8.3,24.12,40,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-28T01:00:00Z,15.3,36.4,6.7,4,Laber bris,,63.4,1023.1,0.8,0.8,0,0,8.2,24.12,41,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-28T02:00:00Z,17,56.5,7,4,Laber bris,,58.1,1023.4,2.3,2.3,0,0,8.7,25.2,42,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-28T03:00:00Z,18.1,68.8,7.1,4,Laber bris,,54.3,1023.2,1.6,1.6,0,0,8.7,25.56,43,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-28T04:00:00Z,18.9,77.7,6.9,4,Laber bris,,52.7,1022.3,0,0,0,0,9,24.84,44,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-28T05:00:00Z,19.2,85.6,6.8,4,Laber bris,,53.2,1021.3,0,0,0,0,9.4,24.48,45,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-28T06:00:00Z,19.1,90.9,6.6,4,Laber bris,,55.5,1020.3,0,0,0,0,10.1,23.76,46,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-28T07:00:00Z,19,93.8,6.9,4,Laber bris,,59.6,1019.8,0,0,0,0,10.9,24.84,47,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-28T08:00:00Z,18.4,95.2,6.7,4,Laber bris,,65.2,1019.7,0,0,0,0,11.7,24.12,48,Stanley
2026-01-26T08:00:00Z,2026-01-26T08:16:50Z,2026-01-28T09:00:00Z,17.8,93.7,6.7,4,Laber bris,,68.3,1019.8,0,0,0,0,11.8,24.12,49,Stanley
