forecast_termin,runended,time,temperature,windDirection,windSpeed_mps,windSpeed_beaufort,windSpeed_name,windGust,humidity,pressure,cloudiness,lowClouds,mediumClouds,highClouds,dewpointTemperature,windSpeed_kmh,row_id,location
2024-08-12T13:00:00Z,2024-08-12T13:24:21Z,2024-08-12T16:00:00Z,25.9,198.5,1.8,2,Svak vind,,94.6,1006,100,0,0,100,25.1,6.48,1,Stanley
2024-08-12T13:00:00Z,2024-08-12T13:24:21Z,2024-08-12T17:00:00Z,25.9,196.4,2.2,2,Svak vind,,94.6,1005.8,100,7,0,100,25,7.92,2,Stanley
2024-08-12T13:00:00Z,2024-08-12T13:24:21Z,2024-08-12T18:00:00Z,26,184.9,2.9,2,Svak vind,,93.8,1005.3,96.9,6.2,1.6,96.9,25,10.44,3,Stanley
2024-08-12T13:00:00Z,2024-08-12T13:24:21Z,2024-08-12T19:00:00Z,26.4,207.8,4,3,Lett bris,,92.8,1005.2,92.2,28.1,9.4,89.1,25.2,14.4,4,Stanley
2024-08-12T13:00:00Z,2024-08-12T13:24:21Z,2024-08-12T20:00:00Z,26.3,213.1,4.3,3,Lett bris,,92.4,1005.3,99.2,71.9,35.9,97.7,25.1,15.48,5,Stanley
2024-08-12T13:00:00Z,2024-08-12T13:24:21Z,2024-08-12T21:00:00Z,26.4,230.1,4.2,3,Lett bris,,92.8,1005.6,99.2,18.7,25.8,98.4,25.2,15.12,6,Stanley
2024-08-12T13:00:00Z,2024-08-12T13:24:21Z,2024-08-12T22:00:00Z,26.3,228.9,4.9,3,Lett bris,,93,1006,99.2,47.7,10.2,98.4,25.2,17.64,7,Stanley
2024-08-12T13:00:00Z,2024-08-12T13:24:21Z,2024-08-12T23:00:00Z,26.8,231.5,4.4,3,Lett bris,,92.6,1006.7,100,74.2,7,100,25.6,15.84,8,Stanley
2024-08-12T13:00:00Z,2024-08-12T13:24:21Z,2024-08-13T00:00:00Z,27.5,234.1,4.9,3,Lett bris,,88.2,1007.2,100,100,18.7,100,25.5,17.64,9,Stanley
2024-08-12T13:00:00Z,2024-08-12T13:24:21Z,2024-08-13T01:00:00Z,26.4,250.1,4.8,3,Lett bris,,89.8,1007.5,100,14.1,14.8,100,24.7,17.28,10,Stanley
2024-08-12T13:00:00Z,2024-08-12T13:24:21Z,2024-08-13T02:00:00Z,27.2,253.2,4.1,3,Lett bris,,85.5,1007.9,100,54.7,4.7,100,24.7,14.76,11,Stanley
2024-08-12T13:00:00Z,2024-08-12T13:24:21Z,2024-08-13T03:00:00Z,28.7,257.4,3.9,3,Lett bris,,81.7,1007.5,100,34.4,6.2,100,25.3,14.04,12,Stanley
