forecast_termin,runended,time,temperature,windDirection,windSpeed_mps,windSpeed_beaufort,windSpeed_name,windGust,humidity,pressure,cloudiness,lowClouds,mediumClouds,highClouds,dewpointTemperature,windSpeed_kmh,row_id,location
2025-04-30T13:00:00Z,2025-04-30T13:17:30Z,2025-04-30T16:00:00Z,22.5,146.4,2.3,2,Svak vind,,93.4,1014.6,59.4,9.4,0.8,55.5,21.4,8.28,1,Stanley
2025-04-30T13:00:00Z,2025-04-30T13:17:30Z,2025-04-30T17:00:00Z,22.3,155.8,1.8,2,Svak vind,,94,1014.2,19.5,9.4,0.8,10.9,21.3,6.48,2,Stanley
2025-04-30T13:00:00Z,2025-04-30T13:17:30Z,2025-04-30T18:00:00Z,22.2,144.7,1.6,2,Svak vind,,94.3,1013.5,14.8,0.8,10.9,3.9,21.3,5.76,3,Stanley
2025-04-30T13:00:00Z,2025-04-30T13:17:30Z,2025-04-30T19:00:00Z,22.3,211.4,1,1,Flau vind,,93.6,1013.3,29.7,10.2,21.9,1.6,21.3,3.6,4,Stanley
2025-04-30T13:00:00Z,2025-04-30T13:17:30Z,2025-04-30T20:00:00Z,22.3,359.3,0.8,1,Flau vind,,93.9,1012.9,19.5,8.6,11.7,5.5,21.3,2.88,5,Stanley
2025-04-30T13:00:00Z,2025-04-30T13:17:30Z,2025-04-30T21:00:00Z,22.2,318.2,1.4,1,Flau vind,,93.8,1013.1,25,17.2,9.4,0,21.2,5.04,6,Stanley
2025-04-30T13:00:00Z,2025-04-30T13:17:30Z,2025-04-30T22:00:00Z,22.3,227.8,0.8,1,Flau vind,,93.4,1013.3,32.8,1.6,27.3,7,21.2,2.88,7,Stanley
2025-04-30T13:00:00Z,2025-04-30T13:17:30Z,2025-04-30T23:00:00Z,23.6,288.7,0.9,1,Flau vind,,90,1013.7,28.9,1.6,24.2,6.2,21.8,3.24,8,Stanley
2025-04-30T13:00:00Z,2025-04-30T13:17:30Z,2025-05-01T00:00:00Z,25,231,0.9,1,Flau vind,,84,1014.3,29.7,4.7,18,11.7,21.9,3.24,9,Stanley
2025-04-30T13:00:00Z,2025-04-30T13:17:30Z,2025-05-01T01:00:00Z,26.3,232.1,1.9,2,Svak vind,,75.2,1014.4,44.5,28.1,26.6,0,21.5,6.84,10,Stanley
2025-04-30T13:00:00Z,2025-04-30T13:17:30Z,2025-05-01T02:00:00Z,26.6,247.3,2.8,2,Svak vind,,73.2,1014.5,94.5,60.9,90.6,0.8,21.4,10.08,11,Stanley
2025-04-30T13:00:00Z,2025-04-30T13:17:30Z,2025-05-01T03:00:00Z,26.4,244.6,2.5,2,Svak vind,,73.5,1014.3,61.7,47.7,31.2,7,21.3,9,12,Stanley
2025-04-30T13:00:00Z,2025-04-30T13:17:30Z,2025-05-01T04:00:00Z,27,226.6,2.6,2,Svak vind,,72.5,1013.5,87.5,78.1,32.8,32,21.6,9.36,13,Stanley
2025-04-30T13:00:00Z,2025-04-30T13:17:30Z,2025-05-01T05:00:00Z,27.2,224.2,2.9,2,Svak vind,,71.8,1012.8,98.4,72.7,39.1,94.5,21.6,10.44,14,Stanley
2025-04-30T13:00:00Z,2025-04-30T13:17:30Z,2025-05-01T06:00:00Z,26.4,235.9,3.3,2,Svak vind,,75.7,1012.3,99.2,46.1,34.4,99.2,21.7,11.88,15,Stanley
2025-04-30T13:00:00Z,2025-04-30T13:17:30Z,2025-05-01T07:00:00Z,26.2,233.3,3.9,3,Lett bris,,79.6,1011.7,100,39.1,10.2,100,22.3,14.04,16,Stanley
2025-04-30T13:00:00Z,2025-04-30T13:17:30Z,2025-05-01T08:00:00Z,25.8,244.1,2.9,2,Svak vind,,81.7,1011,100,43.7,14.8,100,22.4,10.44,17,Stanley
